Endereço	galpao	Local	Nível	Posição	LP/Série	Código	Descrição	Cen	Dep	Status	Qtde
C3A061	3	C3	A	61	153173	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
C3B061	3	C3	B	61	156994	397144	TRANSFORMADOR DISTR TRIF 75,0KVA 6/13KV	11	15	DEPS	1
C3C061	3	C3	C	61	166358	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A062	3	C3	A	62	172522	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
C3B062	3	C3	B	62	156731	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C062	3	C3	C	62	170092	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A063	3	C3	A	63	-	-	-	-	-	-	-
C3B063	3	C3	B	63	171264	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3C063	3	C3	C	63	147086	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A064	3	C3	A	64	160878	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
C3B064	3	C3	B	64	171268	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3C064	3	C3	C	64	150232	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A065	3	C3	A	65	169155	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3B065	3	C3	B	65	163087	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C065	3	C3	C	65	169563	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	6	15	DEPS	1
C3A066	3	C3	A	66	142921	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1
C3B066	3	C3	B	66	149273	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C066	3	C3	C	66	176392	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3P01	3	C3	P	1	36258	Verificar	Verificar	Verificar	Verificar	Verificar	1
C3P01	3	C3	P	1	147104	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
C3P01	3	C3	P	1	175460	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3P01	3	C3	P	1	168804	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
C3P01	3	C3	P	1	158335	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3P01	3	C3	P	1	144509	Verificar	Verificar	Verificar	Verificar	Verificar	1
C3P01	3	C3	P	1	153413	Verificar	Verificar	Verificar	Verificar	Verificar	1
C3P01	3	C3	P	1	149040	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3P01	3	C3	P	1	154268	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
C3P01	3	C3	P	1	169868	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3P01	3	C3	P	1	171881	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
C3P01	3	C3	P	1	169827	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3P01	3	C3	P	1	127611	396029	TRANSFORMADOR DISTR TRIF 1000KVA DEADBR	11	15	DEPS	1
C3P01	3	C3	P	1	157969	396998	TRANSFORMADOR DISTR TRIF 1000KVA	11	15	DEPS	1
C3P01	3	C3	P	1	130124	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3P01	3	C3	P	1	145800	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3P01	3	C3	P	1	159175	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3P01	3	C3	P	1	132421	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1
C3P01	3	C3	P	1	144666	396998	TRANSFORMADOR DISTR TRIF 1000KVA	11	15	DEPS	1
C3P01	3	C3	P	1	135420	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3P01	3	C3	P	1	127625	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3P01	3	C3	P	1	157492	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3P01	3	C3	P	1	106289	Verificar	Verificar	Verificar	Verificar	Verificar	1
C3P01	3	C3	P	1	157487	396197	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3P01	3	C3	P	1	141605	396198	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3P01	3	C3	P	1	132100	396198	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3P01	3	C3	P	1	126933	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3P01	3	C3	P	1	131898	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3P01	3	C3	P	1	155133	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3P01	3	C3	P	1	146451	396998	TRANSFORMADOR DISTR TRIF 1000KVA	11	15	DEPS	1
C3P01	3	C3	P	1	174925	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
C3P01	3	C3	P	1	164354	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3P01	3	C3	P	1	132314	396028	TRANSFORMADOR DISTR TRIF 1000KVA DEADBR	11	15	DEPS	1
C3P01	3	C3	P	1	122255	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3P01	3	C3	P	1	137828	396028	TRANSFORMADOR DISTR TRIF 1000KVA DEADBR	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	65547	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	147400	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172879	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	156124	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	153207	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	118634	397142	TRANSFORMADOR DISTR TRIF 30,0KVA 6/13KV	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156765	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166919	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	170084	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	173064	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156880	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	139345	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	137958	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156536	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	142039	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	162057	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	143005	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	136858	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	134795	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	138432	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	238686	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	137681	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156287	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	143340	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	160342	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169318	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	170106	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	156132	397980	TRANSFORMADOR DISTR MONOF 10,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	161514	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	154759	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	153456	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	168297	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	175574	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172392	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	160557	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169918	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	174261	397147	TRANSFORMADOR DISTR MONOF 50,0KVA ISOL	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	165926	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	173872	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	168660	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169812	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	173382	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	144529	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	170733	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	149425	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	173874	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171226	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166995	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	130606	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158348	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	143342	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	163706	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	153838	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	173876	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	161387	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175065	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172408	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	160211	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156550	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	159855	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	157585	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	153171	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	138851	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	123765	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	151013	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	166440	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156542	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	147274	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	156732	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	123705	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166968	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172469	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158661	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137917	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	168072	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	175333	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	155109	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	110037	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	148327	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	173507	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	158380	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166451	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	169406	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	157402	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	166883	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	144906	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	168975	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	137541	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	160726	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	171664	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166914	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	-	314043	REGULADOR TENSAO MONOF 300A 25,6KV 170KV	11	15	-	1
PATIODIR	5	C5	-	DIREITO	-	314043	REGULADOR TENSAO MONOF 300A 25,6KV 170KV	11	15	-	1
PATIODIR	5	C5	-	DIREITO	152001	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	170996	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS MONT	1
PATIODIR	5	C5	-	DIREITO	173608	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	145729	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	79968	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	169739	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	79962	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS MONT	1
PATIODIR	5	C5	-	DIREITO	167724	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	168132	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	164170	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	168127	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	160831	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	160832	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	167728	395041	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	145730	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	163444	395041	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	167856	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	164168	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	168137	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	168144	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	167723	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	168130	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	170015	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	164171	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	167722	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	LIDI	1
PATIODIR	5	C5	-	DIREITO	168140	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIODIR	5	C5	-	DIREITO	151995	395038	TRANSFORMADOR FORCA TRIF 3,0MVA	11	15	DEPS	1
PATIOESQ	4	C4	-	ESQUERDO	-	374501	PROTETOR NET 1600A 30KA 216,5V ACOPLADO	11	15	-	10
PATIOESQ	4	C4	-	ESQUERDO	-	374502	PROTETOR NETWORK RED SUB3000A 60KA 216,5	11	15	-	5
PATIOESQ	4	C4	-	ESQUERDO	-	374504	PROTETOR NETWORK 1600A 30KA 380V SUBMERS	11	15	-	1
PATIOESQ	4	C4	-	ESQUERDO	-	374505	PROTETOR NET 1600A 30KA 380V CAIXA PO	11	15	-	2
PATIOESQ	4	C4	-	ESQUERDO	-	374534	PROTETOR NETWORK RED SUB1200A 30KA 216,	11	15	-	2
PATIODIR	5	C5	-	DIREITO	392006	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIODIR	5	C5	-	DIREITO	1026186	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173669	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026206	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173689	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026180	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173663	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026190	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173673	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026196	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173679	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026197	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173680	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026205	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173688	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026207	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173690	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026200	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173683	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026203	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173686	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026185	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173668	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026210	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173726	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026199	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173682	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026204	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173687	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026198	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173681	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	1026191	392006	CONJUNTO MEDICAO MT 34,5KV 34,5/RAIZ3/2	MED	EM05	DEPS	1
PATIODIR	5	C5	-	DIREITO	6173674	601294	MEDIDOR ELETR MULTIF 2,5A TRIF 4F 3E	MED	EM05	DEPS	1
PATIOCEN	6	T5	-	CENTRO	129451	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	176261	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	166285	397024	TRANSFORMADOR DISTR TRIF 112,5KVA AP BL	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172864	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
PATIOCEN	6	T5	-	CENTRO	173684	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	171454	Verificar	Verificar	Verificar	Verificar	Verificar	1
PATIOCEN	6	T5	-	CENTRO	173972	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
PATIOCEN	6	T5	-	CENTRO	172165	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
