PRODUTO	Endereço	Material	Texto breve material	Unidade de medida	 Saldo do sistema 	1ª CONT.	2ª CONT.	3ª CONT.	Posição final Inventariada	Diferença	Custo MÉDIO unitário (base out.) 	Diferença em R$	Total em R$						
1	A-06-04-3A	3857	MODULO DE MEDIDA MODELO DDS03 AEB-127V 15(100)A 60Hz 1600imp CL.1	UND  	640	640			640	0	 R$ 110,66 	 R$ -   	 R$ 70.822,40 	A-06-04-3A3857			 70.822,40   		
1	A-06-04-3B	3857	MODULO DE MEDIDA MODELO DDS03 AEB-127V 15(100)A 60Hz 1600imp CL.1	UND  	462	462			462	0	 R$ 110,66 	 R$ -   	 R$ 51.124,92 	A-06-04-3B3857			 51.124,92   		
1	A-06-05-1A	4258	BOTA SEGURANÇA P/ELETRICISTA TAMANHO 44-EPI	PAR  	15	15			15	0	 R$ 69,00 	 R$ -   	 R$ 1.035,00 	A-06-05-1A4258			 1.035,00   		
1	A-06-05-1B	4505	COPO PLÁSTICO PP DESCARTÁVEL 200ML (C/ 2.500)	CAIXA	2	2			2	0	 R$ 86,25 	 R$ -   	 R$ 172,50 	A-06-05-1B4505			 172,50   		
1	A-06-05-2A	3963	LÂMPADA INCANDESCENTE, 60WX127V-E-27	UND  	21	21			21	0	 R$ 2,77 	 R$ -   	 R$ 58,17 	A-06-05-2A3963			 58,17   		
1	A-06-05-2A	4785	LAMPADA MISTA 250W 220-240V MODELO E27	UND  	1	1			1	0	 R$ 14,02 	 R$ -   	 R$ 14,02 	A-06-05-2A4785			 14,02   		
1	A-06-05-2A	4902	COLETOR DE DADOS MODELO JDG03 3x240/415V 50/60Hz	UND  	4	4			4	0	 R$ 675,62 	 R$ -   	 R$ 2.702,48 	A-06-05-2A4902			 2.702,48   		
1	A-06-05-2B	4918	CONDUTOR FLEXÍVEL CU 1 X 2,5MM²	UND  	3000	3.000			3000	0	 R$ 0,90 	 R$ -   	 R$ 2.700,00 	A-06-05-2B4918			 2.700,00   		
1	A-06-05-2B	5034	ACOPLADOR CAPACITIVO	UND  	1297	400	1.297		1297	0	 R$ 19,65 	 R$ -   	 R$ 25.486,05 	A-06-05-2B5034			 25.486,05   		
1	A-06-05-3A	4954	"CAIXA POLIMETRO DE CONC-MED P/12+1 MÓDULOS ""OBSOLETO"""	UND  	9	9			9	0	 R$ 1,00 	 R$ -   	 R$ 9,00 	A-06-05-3A4954			 9,00   		
1	A-06-05-3B	4817	CAIXA DE ATERRAMENTO	UND  	80	80			80	0	 R$ 4,04 	 R$ -   	 R$ 323,20 	A-06-05-3B4817			 323,20   		
1	A-06-06-1A	3577	BALDE LONA IMPERME Nº 10 VERDE FDS COURO	UND  	70	80	70		70	0	 R$ 25,00 	 R$ -   	 R$ 1.750,00 	A-06-06-1A3577			 1.750,00   		
1	A-06-06-1A	3581	BOLSA LONA P/LUVAS IMPER Nº10 VERDE 140x380 MM	UND  	2	2			2	0	 R$ 24,00 	 R$ -   	 R$ 48,00 	A-06-06-1A3581			 48,00   		
1	A-06-06-1A	4134	BOLSA LONA P/FERRAMENTAS E/OU EPI IMPER Nº 10 VERDE 450x400MM	UND  	8	8			8	0	 R$ 51,00 	 R$ -   	 R$ 408,00 	A-06-06-1A4134			 408,00   		
1	A-06-06-1B	4026	FITA ADESIVA TRANSPARENTE C/LOGO CAM 48x50	UND  	2	2			2	0	 R$ 2,86 	 R$ -   	 R$ 5,72 	A-06-06-1B4026			 5,72   		
1	A-06-06-1B	4557	FITA ADESIVA MARROM P/ EMBALAGENS 45X45MM	UND  	4	4			4	0	 R$ 2,01 	 R$ -   	 R$ 8,04 	A-06-06-1B4557			 8,04   		
1	A-06-06-1B	4859	MANTA BORRACHA BT MODELO CL TAMANHO 1000X400X2MM	UND  	8	8			8	0	 R$ 67,90 	 R$ -   	 R$ 543,20 	A-06-06-1B4859			 543,20   		
1	A-06-06-2A	3965	PREGO C/ CABEÇA 16 X 24	UND  	31	31			31	0	 R$ 7,58 	 R$ -   	 R$ 234,98 	A-06-06-2A3965			 234,98   		
1	A-06-06-2A	4764	PREGO C/ CABEÇA 17 X 27	UND  	55	55			55	0	 R$ 6,81 	 R$ -   	 R$ 374,55 	A-06-06-2A4764			 374,55   		
1	A-06-06-2A	4862	"ETIQUETA ADESIVA ""BOPP BRANCA"" 15x15MM"	UND  	253	253			253	0	 R$ 9,60 	 R$ -   	 R$ 2.428,80 	A-06-06-2A4862			 2.428,80   		
1	A-06-06-2B	4942	TERMINAL MONOFASICO DE CONSULTA DE CONSUMO DE ENERGIA	UND  	486	486			486	0	 R$ 30,30 	 R$ -   	 R$ 14.725,80 	A-06-06-2B4942			 14.725,80   		
1	A-06-06-3A	3860	MÓDULO DE MEDIDA MODELO MEP01-C/CR  120V 15(100)A  CL1.0 1600imp 60Hz	UND  	320	320			320	0	 R$ 59,30 	 R$ -   	 R$ 18.976,00 	A-06-06-3A3860			 18.976,00   		
1	A-06-06-3B	4817	CAIXA DE ATERRAMENTO	UND  	130	130			130	0	 R$ 4,04 	 R$ -   	 R$ 525,20 	A-06-06-3B4817			 525,20   		
1	A-07-01-1A	3973	FILME PARA EMBALAGEM, STRECH, BOBINA DE 500 MM	UND  	48	48			48	0	 R$ 32,58 	 R$ -   	 R$ 1.563,84 	A-07-01-1A3973			 1.563,84   		
1	A-07-01-1A	4023	PAPEL BRANCO A3-75G/M² - 297X420MM	RESMA	2	2			2	0	 R$ 38,00 	 R$ -   	 R$ 76,00 	A-07-01-1A4023			 76,00   		
1	A-07-01-2A	5718	CAIXA DERIVAÇÃO DED 1905	UND  	32	32			32	0	 R$ 32,45 	 R$ -   	 R$ 1.038,40 	A-07-01-2A5718			 1.038,40   		
1	A-07-01-3A	4858	CONTROLADOR DE LUMINÁRIAS	UND  	82	82			82	0	 R$ 153,15 	 R$ -   	 R$ 12.558,30 	A-07-01-3A4858			 12.558,30   		
1	A-07-02-1A	3600	CONJUNTO,IMPERMEAVEL,VENT,CONTRA CHUVA,GG,EMS50PI	UND  	19	19			19	0	 R$ 180,00 	 R$ -   	 R$ 3.420,00 	A-07-02-1A3600			 3.420,00   		
1	A-07-02-1A	3627	TALABARTE REGULÁVEL, REF. SPL032AJ-DA SP	UND  	4	4			4	0	 R$ 157,00 	 R$ -   	 R$ 628,00 	A-07-02-1A3627			 628,00   		
1	A-07-02-1B	3594	CAPA DE CHUVA FORRADA PVC AMARELA-EPI TAMANHO GG	UND  	22	22			22	0	 R$ 14,00 	 R$ -   	 R$ 308,00 	A-07-02-1B3594			 308,00   		
1	A-07-02-1B	3598	CINTO DE SEGURANÇA PARAQUEDISTA,T. ÚNICO-EPI	UND  	1	1			1	0	 R$ 260,00 	 R$ -   	 R$ 260,00 	A-07-02-1B3598			 260,00   		
1	A-07-02-2A	3846	FITA ISOLANTE ELÉTRICA AT-0,76MM-19MM X 10M (AUTO FUSÃO)	UND  	145	145			145	0	 R$ 12,58 	 R$ -   	 R$ 1.824,10 	A-07-02-2A3846			 1.824,10   		
1	A-07-02-2A	4291	REATOR ELET. HO DUPLO ALTO FATOR 2X 110W 220V	UND  	18	18			18	0	 R$ 58,00 	 R$ -   	 R$ 1.044,00 	A-07-02-2A4291			 1.044,00   		
1	A-07-02-2A	4774	DISJUNTOR BIFASICO MOD.5SX1  2  50V 380V~ SIEMENS	UND  	2	2			2	0	 R$ 46,48 	 R$ -   	 R$ 92,96 	A-07-02-2A4774			 92,96   		
1	A-07-02-2A	4790	LÂMPADA DICRÓIDA DE 50W 127V	UND  	1	1			1	0	 R$ 3,11 	 R$ -   	 R$ 3,11 	A-07-02-2A4790			 3,11   		
1	A-07-02-2A	4996	REATOR ELET. RE220S-P BIVOLT 127/220V	UND  	46	46			46	0	 R$ 13,87 	 R$ -   	 R$ 638,02 	A-07-02-2A4996			 638,02   		
1	A-07-02-2A	6290	SOQUETE ANTIVIBRATORIO T8	UND  	68	68			68	0	 R$ 1,30 	 R$ -   	 R$ 88,40 	A-07-02-2A6290			 88,40   		
1	A-07-02-2B	3924	"BOX TIPO RETO DE 1"""	UND  	22	22			22	0	 R$ 3,37 	 R$ -   	 R$ 74,14 	A-07-02-2B3924			 74,14   		
1	A-07-02-2B	3948	CHAVE CONTACTADORA, BIP, DE 15 A X 220 V	UND  	2	2			2	0	 R$ 50,00 	 R$ -   	 R$ 100,00 	A-07-02-2B3948			 100,00   		
1	A-07-02-2B	3955	"CHUMBADOR CBA  C/ PARAF. 1/4X2"""	UND  	100	100			100	0	 R$ 1,00 	 R$ -   	 R$ 100,00 	A-07-02-2B3955			 100,00   		
1	A-07-02-2B	3958	ETIQUETA ADESIVA 50X25MM 2C BOPP BRANCO	UND  	5	5			5	0	 R$ 5,50 	 R$ -   	 R$ 27,50 	A-07-02-2B3958			 27,50   		
1	A-07-02-2B	4775	DISJUNTOR TRIFASICO MOD.5SP43  100V 400V~ SIEMENS	UND  	1	1			1	0	 R$ 99,90 	 R$ -   	 R$ 99,90 	A-07-02-2B4775			 99,90   		
1	A-07-02-2B	4791	LUVA DE CORRER P/TUBO PVC ROSCA DE 1/2	UND  	13	13			13	0	 R$ 6,29 	 R$ -   	 R$ 81,77 	A-07-02-2B4791			 81,77   		
1	A-07-02-2B	4792	LUVA DE CORRER P/ TUBO PVC ROSCA DE 3/4	UND  	18	18			18	0	 R$ 6,55 	 R$ -   	 R$ 117,90 	A-07-02-2B4792			 117,90   		
1	A-07-02-2B	4793	"LUVA DE EMENDA P/ ELETRODUTO  PVC DE 4"" 100MM"	UND  	3	3			3	0	 R$ 15,23 	 R$ -   	 R$ 45,69 	A-07-02-2B4793			 45,69   		
1	A-07-02-2B	4830	"DOBRADIÇA EM FERRO TAMANHO 1"" X 3  7/8"""	UND  	3	3			3	0	 R$ 15,90 	 R$ -   	 R$ 47,70 	A-07-02-2B4830			 47,70   		
1	A-07-02-2B	4831	"JOELHO ROSCA PVC 90 X 1/2"""	UND  	18	18			18	0	 R$ 0,70 	 R$ -   	 R$ 12,60 	A-07-02-2B4831			 12,60   		
1	A-07-02-2B	4927	"NIPLE PVC ROSCA 1/2"""	UND  	8	8			8	0	 R$ 1,50 	 R$ -   	 R$ 12,00 	A-07-02-2B4927			 12,00   		
1	A-07-02-3A	4846	TAMPAS DE BORNE D8L/T8L	UND  	2766	2.776	2.766		2766	0	 R$ 6,93 	 R$ -   	 R$ 19.168,38 	A-07-02-3A4846			 19.168,38   		
1	A-07-02-3B	3797	CAIXA MEDIDOR MONOFASICO EM POLICARBONATO, PM-1946 R4 E	UND  	78	78			78	0	 R$ 28,33 	 R$ -   	 R$ 2.209,74 	A-07-02-3B3797			 2.209,74   		
1	A-07-03-1A	5496	GARRAFÃO TÉRMICO P/ ÁGUA, CAP. 5 LITROS	UND  	17	17			17	0	 R$ 30,00 	 R$ -   	 R$ 510,00 	A-07-03-1A5496			 510,00   		
1	A-07-03-1A	8164	PROTETOR FACIAL ARCO ELÉTRICO V-GARD 190 ARC PLUS COMPLETO	UND  	9	9			9	0	 R$ 670,04 	 R$ -   	 R$ 6.030,36 	A-07-03-1A8164			 6.030,36   		
1	A-07-03-1B	3564	PROTETOR FACIAL INCOLOR	UND  	25	25			25	0	 R$ 31,00 	 R$ -   	 R$ 775,00 	A-07-03-1B3564			 775,00   		
1	A-07-03-1B	4309	LUVA DE SEGURANÇA ISOLADA DE BORRACHA CLASSE 0 1kV TAM.10	PAR  	56	56			56	0	 R$ 240,00 	 R$ -   	 R$ 13.440,00 	A-07-03-1B4309			 13.440,00   		
1	A-07-03-2A	3923	BASE COMPLETA C/FUSÍVEL RETARDADO PORCELANA	UND  	3	3			3	0	 R$ 25,00 	 R$ -   	 R$ 75,00 	A-07-03-2A3923			 75,00   		
1	A-07-03-2A	3956	"CHUMBADOR CBA  C/ PARAF. 5/16X2.1/4"""	UND  	29	29			29	0	 R$ 1,50 	 R$ -   	 R$ 43,50 	A-07-03-2A3956			 43,50   		
1	A-07-03-2A	3957	CONECTOR RJ 45	UND  	1	1			1	0	 R$ 0,80 	 R$ -   	 R$ 0,80 	A-07-03-2A3957			 0,80   		
1	A-07-03-2A	3971	VEDA JUNTA 120G	UND  	2	2			2	0	 R$ 7,60 	 R$ -   	 R$ 15,20 	A-07-03-2A3971			 15,20   		
1	A-07-03-2A	4778	DISJUNTOR TRIPOLAR  3X30A MOD.TQC3430  30A GE	UND  	1	1			1	0	 R$ 56,06 	 R$ -   	 R$ 56,06 	A-07-03-2A4778			 56,06   		
1	A-07-03-2A	4794	LUVA DE CORRER SOLDAVEL P/ELETRODUTO PVC DE 50MM	UND  	10	10			10	0	 R$ 16,47 	 R$ -   	 R$ 164,70 	A-07-03-2A4794			 164,70   		
1	A-07-03-2A	4829	"TAMPA P/CONDULETE D2 1"" C/ 2 FUROS"	UND  	7	7			7	0	 R$ 2,60 	 R$ -   	 R$ 18,20 	A-07-03-2A4829			 18,20   		
1	A-07-03-2A	4928	TÊ SOLDÁVEL PVC 20MM	UND  	7	7			7	0	 R$ 0,63 	 R$ -   	 R$ 4,41 	A-07-03-2A4928			 4,41   		
1	A-07-03-2B	3964	PASTA P/ SOLDA TUBO 110G.	UND  	43	43			43	0	 R$ 11,45 	 R$ -   	 R$ 492,35 	A-07-03-2B3964			 492,35   		
1	A-07-03-2B	4836	"DISCO SERRA VÍDEA 4.3/8"" 110MM - MADEIRA"	UND  	24	24			24	0	 R$ 11,38 	 R$ -   	 R$ 273,12 	A-07-03-2B4836			 273,12   		
1	A-07-03-2B	4838	SOLDA FIO BASE ESTANHO RESINADO 500G 1.5	UND  	15	15			15	0	 R$ 60,00 	 R$ -   	 R$ 900,00 	A-07-03-2B4838			 900,00   		
1	A-07-03-2B	4925	EXTENSÃO BRASICON 16A - 3P-S-1724	UND  	3	3			3	0	 R$ 15,00 	 R$ -   	 R$ 45,00 	A-07-03-2B4925			 45,00   		
1	A-07-03-3A	7561	CAIXA PAPELÃO TRIPEX 540X540X210	UND  	125	125			125	0	 R$ 5,68 	 R$ -   	 R$ 710,00 	A-07-03-3A7561			 710,00   		
1	A-07-03-3B	7585	CAIXA PAPELÃO TRIPEX 550X370X250	UND  	81	81			81	0	 R$ 4,99 	 R$ -   	 R$ 404,19 	A-07-03-3B7585			 404,19   		
1	A-07-04-1B	9191	VARA DE MANOBRA C/ 7 ELEMENTOS	UND  	3	3			3	0	 R$ 1.065,02 	 R$ -   	 R$ 3.195,06 	A-07-04-1B9191			 3.195,06   		
1	A-07-04-2A	4820	CAIXA P/CONCENTRADOR MODELO LIGHT TAMANHO 600X400X225MM	UND  	23	23			23	0	 R$ 165,00 	 R$ -   	 R$ 3.795,00 	A-07-04-2A4820			 3.795,00   		
1	A-07-04-2B	4953	"CAIXA POLIMETRO DE PROTEÇÃO GERAL MED 200A ""OBSOLETO"""	UND  	6	6			6	0	 R$ 1,00 	 R$ -   	 R$ 6,00 	A-07-04-2B4953			 6,00   		
1	A-07-04-3A	5717	CAIXA DIFJ BT 100A PM-1759I1	UND  	82	82			82	0	 R$ 14,45 	 R$ -   	 R$ 1.184,90 	A-07-04-3A5717			 1.184,90   		
1	A-07-04-3B	5717	CAIXA DIFJ BT 100A PM-1759I1	UND  	204	204			204	0	 R$ 14,45 	 R$ -   	 R$ 2.947,80 	A-07-04-3B5717			 2.947,80   		
1	A-07-05-1A	7965	SUPORTE PARA MONITOR C/ 2 GAVETAS PRETO/BRANCO	UND  	9	9			9	0	 R$ 35,74 	 R$ -   	 R$ 321,68 	A-07-05-1A7965			 321,68   		
1	A-07-05-1B	9017	CALÇO SAPATA BORRACHA VULC. P/ CAMINHÃO 400X28	UND  	2	2			2	0	 R$ 166,00 	 R$ -   	 R$ 332,00 	A-07-05-1B9017			 332,00   		
1	A-07-05-2A	3797	CAIXA MEDIDOR MONOFASICO EM POLICARBONATO, PM-1946 R4 E	UND  	34	34			34	0	 R$ 28,33 	 R$ -   	 R$ 963,22 	A-07-05-2A3797			 963,22   		
1	A-07-05-2B	4959	"CAIXA MEDIDOR POLIFASICO 407X273mm ""LOGO CERJ- OBSOLETO"""	UND  	36	36			36	0	 R$ 100,41 	 R$ -   	 R$ 3.614,76 	A-07-05-2B4959			 3.614,76   		
1	A-07-05-3A	4981	CONE DE SINALIZAÇÃO  C/FURO P/FITA DE 75CM BR/LARANJA (FORA DO PADRÃO ENEL)	UND  	41	41			41	0	 R$ 36,99 	 R$ -   	 R$ 1.516,59 	A-07-05-3A4981			 1.516,59   		
1	A-07-05-3B	4980	CONE DE SINALIZAÇÃO  S/FURO P/FITA DE 75CM BR/LARANJA (FORA DO PADRÃO ENEL)	UND  	80	80			80	0	 R$ 21,00 	 R$ -   	 R$ 1.680,00 	A-07-05-3B4980			 1.680,00   		
1	A-07-06-2A	5718	CAIXA DERIVAÇÃO DED 1905	UND  	72	72			72	0	 R$ 32,45 	 R$ -   	 R$ 2.336,40 	A-07-06-2A5718			 2.336,40   		
1	A-07-06-2B	5718	CAIXA DERIVAÇÃO DED 1905	UND  	72	72			72	0	 R$ 32,45 	 R$ -   	 R$ 2.336,40 	A-07-06-2B5718			 2.336,40   		
1	A-07-06-3A	4980	CONE DE SINALIZAÇÃO  S/FURO P/FITA DE 75CM BR/LARANJA (FORA DO PADRÃO ENEL)	UND  	80	80			80	0	 R$ 21,00 	 R$ -   	 R$ 1.680,00 	A-07-06-3A4980			 1.680,00   		
1	A-07-06-3B	4980	CONE DE SINALIZAÇÃO  S/FURO P/FITA DE 75CM BR/LARANJA (FORA DO PADRÃO ENEL)	UND  	140	140			140	0	 R$ 21,00 	 R$ -   	 R$ 2.940,00 	A-07-06-3B4980			 2.940,00   		
1	A-08-01-1A	4022	PAPEL BRANCO A4-75G/M² -210X297MM C/500 FOLHAS	RESMA	73	73			73	0	 R$ 16,50 	 R$ -   	 R$ 1.204,50 	A-08-01-1A4022			 1.204,50   		
1	A-08-01-2A	3856	MODULO DE CONTROLE MODELO JDC02H - 127V/ 60Hz	UND  	65	65			65	0	 R$ 147,81 	 R$ -   	 R$ 9.607,65 	A-08-01-2A3856			 9.607,65   		
1	A-08-01-3A	4196	CONCENTRADOR SECUNDÁRIO, C/12 MÓDULOS DE MEDIDA	UND  	24	24			24	0	 R$ 2.705,37 	 R$ -   	 R$ 64.928,88 	A-08-01-3A4196			 64.928,88   		
1	A-08-02-1A	6625	ALICATE Y-35 P/ PRENSAR TERMINAL	UND  	1	1			1	0	 R$ 2.500,00 	 R$ -   	 R$ 2.500,00 	A-08-02-1A6625			 2.500,00   		
1	A-08-02-1A	7537	TRAVESSEIRO ABSORVENTE 45CM X 45CM 5 CM	UND  	10	10			10	0	 R$ 9,50 	 R$ -   	 R$ 95,00 	A-08-02-1A7537			 95,00   		
1	A-08-02-1A	7539	SACO DE TURFA	UND  	4	4			4	0	 R$ 69,90 	 R$ -   	 R$ 279,60 	A-08-02-1A7539			 279,60   		
1	A-08-02-1B	5646	MANTA BORRACHA BT MODELO CL TAMANHO 800X330	UND  	16	16			16	0	 R$ 50,00 	 R$ -   	 R$ 800,00 	A-08-02-1B5646			 800,00   		
1	A-08-02-2A	4730	CAIXA DE DISPLAY COM PLACA DE IDENTIFICAÇÃO	UND  	430	430			430	0	 R$ 13,52 	 R$ -   	 R$ 5.813,60 	A-08-02-2A4730			 5.813,60   		
1	A-08-02-2B	5056	DISPLAY CAM 127V	UND  	1037	1.037			1037	0	 R$ 43,17 	 R$ -   	 R$ 44.767,29 	A-08-02-2B5056			 44.767,29   		
1	A-08-02-3A	4196	CONCENTRADOR SECUNDÁRIO, C/12 MÓDULOS DE MEDIDA	UND  	20	20			20	0	 R$ 2.705,37 	 R$ -   	 R$ 54.107,40 	A-08-02-3A4196			 54.107,40   		
1	A-08-02-3B	4196	CONCENTRADOR SECUNDÁRIO, C/12 MÓDULOS DE MEDIDA	UND  	20	20			20	0	 R$ 2.705,37 	 R$ -   	 R$ 54.107,40 	A-08-02-3B4196			 54.107,40   		
1	A-08-03-1A	3920	TUBO TERMORETRATIL P/ CABO 2MM	UND  	895	15	895		895	0	 R$ 0,35 	 R$ -   	 R$ 313,25 	A-08-03-1A3920			 313,25   		
1	A-08-03-1B	3791	ETIQUETA ADESIVA LOGO ENEL P/TAMPA DA CAIXA CONCENTRADOR 8,5X11CM	UND  	125	125			125	0	 R$ 0,92 	 R$ -   	 R$ 115,00 	A-08-03-1B3791			 115,00   		
1	A-08-03-1B	4217	PARAFUSO FENDA 1/4' X 3/4'	UND  	18468	18.468			18468	0	 R$ 0,12 	 R$ -   	 R$ 2.216,16 	A-08-03-1B4217			 2.216,16   		
1	A-08-03-1B	4519	FIO RIGIDO (FIO SÓLIDO) 1,50MM PRETO 750V	METRO	304	304			304	0	 R$ 0,47 	 R$ -   	 R$ 142,88 	A-08-03-1B4519			 142,88   		
1	A-08-03-1B	5014	"PARAFUSO FENDA  1/4""  X  2"""	UND  	2064	2.064			2064	0	 R$ 0,23 	 R$ -   	 R$ 474,72 	A-08-03-1B5014			 474,72   		
1	A-08-03-1B	5054	LACRE DE SEGURANÇA SEMI-BARREIRA - MOD.SRA BRANCO	UND  	1500	1.500			1500	0	 R$ 1,00 	 R$ -   	 R$ 1.500,00 	A-08-03-1B5054			 1.500,00   		
1	A-08-03-1B	5417	ETIQUETA ADESIVA LOGO ANATEL P/MÓDULO RF	UND  	436	436			436	0	 R$ 6,00 	 R$ -   	 R$ 2.616,00 	A-08-03-1B5417			 2.616,00   		
1	A-08-03-1B	6505	FILTRO CAPACITIVO P/ MOD.CONTROLE CF60	UND  	1500	1.500			1500	0	 R$ 1,78 	 R$ -   	 R$ 2.670,00 	A-08-03-1B6505			 2.670,00   		
1	A-08-03-2A	3857	MODULO DE MEDIDA MODELO DDS03 AEB-127V 15(100)A 60Hz 1600imp CL.1	UND  	234	234			234	0	 R$ 110,66 	 R$ -   	 R$ 25.894,44 	A-08-03-2A3857			 25.894,44   		
1	A-08-03-2B	4139	FIO FLEXÍVEL AUTO 2,5MM PRETO 750V	UND  	9300	9.300			9300	0	 R$ 0,65 	 R$ -   	 R$ 6.045,00 	A-08-03-2B4139			 6.045,00   		
1	A-08-03-3A	4196	CONCENTRADOR SECUNDÁRIO, C/12 MÓDULOS DE MEDIDA	UND  	20	20			20	0	 R$ 2.705,37 	 R$ -   	 R$ 54.107,40 	A-08-03-3A4196			 54.107,40   		
1	A-08-03-3B	4196	CONCENTRADOR SECUNDÁRIO, C/12 MÓDULOS DE MEDIDA	UND  	6	12	6		6	0	 R$ 2.705,37 	 R$ -   	 R$ 16.232,22 	A-08-03-3B4196			 16.232,22   		
1	A-08-04-1A	3744	BARRA SUPERIOR DE FIXAÇAO DOS MODULOS DE METAL 484mmx50mm	UND  	2763	2.763			2763	0	 R$ 11,71 	 R$ -   	 R$ 32.354,73 	A-08-04-1A3744			 32.354,73   		
1	A-08-04-1B	3779	BUCHA PLÁSTICA S-8	UND  	12700	12.700			12700	0	 R$ 0,79 	 R$ -   	 R$ 10.033,00 	A-08-04-1B3779			 10.033,00   		
1	A-08-04-1B	3887	PARAFUSO CABEÇA SEXTAVADA EXTERNO M5 x 10MM	UND  	18096	18.096			18096	0	 R$ 0,10 	 R$ -   	 R$ 1.809,60 	A-08-04-1B3887			 1.809,60   		
1	A-08-04-2A	3811	CAIXA PLASTICA (COELCE)	UND  	5	5			5	0	 R$ 165,00 	 R$ -   	 R$ 825,00 	A-08-04-2A3811			 825,00   		
1	A-08-04-2A	3816	COLETOR DE DADOS  CCE16V3.0.27 - PSTN-/P  THINP 650 3x127/208V 60Hz	UND  	4	4			4	0	 R$ 3,29 	 R$ -   	 R$ 13,16 	A-08-04-2A3816			 13,16   		
1	A-08-04-2B	3817	COLETOR DE DADOS MODELO JDG02 VERSÃO 02 NOVA 3x120/208V 60Hz	UND  	5	5			5	0	 R$ 1.145,10 	 R$ -   	 R$ 5.725,50 	A-08-04-2B3817			 5.725,50   		
1	A-08-04-2B	3837	EMENDA REUTILIZAVEL DOS CONDUTORES SIMPLES	UND  	196	196			196	0	 R$ 3,29 	 R$ -   	 R$ 644,84 	A-08-04-2B3837			 644,84   		
1	A-08-04-2B	3850	CHAVE MICRO SWICTH KW11-7-2  3 TERMINAIS COR PRETA C/HASTE 27MM	UND  	80	80			80	0	 R$ 1,73 	 R$ -   	 R$ 138,40 	A-08-04-2B3850			 138,40   		
1	A-08-04-3A	3828	CONECTOR PERFURANTE 25-95MM²	UND  	2480	2.480			2480	0	 R$ 4,50 	 R$ -   	 R$ 11.160,00 	A-08-04-3A3828			 11.160,00   		
1	A-08-04-3B	5056	DISPLAY CAM 127V	UND  	437	437			437	0	 R$ 43,17 	 R$ -   	 R$ 18.865,29 	A-08-04-3B5056			 18.865,29   		
1	A-08-05-1A	3776	BORNE SINDAL 6 MM²	UND  	25562	25.562			25562	0	 R$ 0,91 	 R$ -   	 R$ 23.261,42 	A-08-05-1A3776			 23.261,42   		
1	A-08-05-1A	3795	CAIXA DO ACOPLADOR PRETA C/TAMPA 06CM X 3,3CM	UND  	349	349			349	0	 R$ 0,85 	 R$ -   	 R$ 296,65 	A-08-05-1A3795			 296,65   		
1	A-08-05-1B	3862	"PARAFUSO 3/8 ""W x 2"" COM PORCA, ARRUELA LISA E DE PRESSÃO (KIT)"	UND  	2212	2.212			2212	0	 R$ 0,50 	 R$ -   	 R$ 1.106,00 	A-08-05-1B3862			 1.106,00   		
1	A-08-05-1B	4229	TERMINAL AGULHA 1.5-2.5MM² (AZUL)	UND  	7865	7.865			7865	0	 R$ 0,14 	 R$ -   	 R$ 1.101,10 	A-08-05-1B4229			 1.101,10   		
1	A-08-05-1B	4376	"PARAFUSO FENDA 1/4""X20 X1.1/4"""	UND  	13700	13.700			13700	0	 R$ 0,12 	 R$ -   	 R$ 1.644,00 	A-08-05-1B4376			 1.644,00   		
1	A-08-05-1B	5015	"PARAFUSO FENDA  1/4""- 20 X 3/8"""	UND  	500	500			500	0	 R$ 0,03 	 R$ -   	 R$ 15,00 	A-08-05-1B5015			 15,00   		
1	A-08-05-2A	5056	DISPLAY CAM 127V	UND  	281	281			281	0	 R$ 43,17 	 R$ -   	 R$ 12.130,77 	A-08-05-2A5056			 12.130,77   		
1	A-08-05-2B	4959	"CAIXA MEDIDOR POLIFASICO 407X273mm ""LOGO CERJ- OBSOLETO"""	UND  	36	36			36	0	 R$ 100,41 	 R$ -   	 R$ 3.614,76 	A-08-05-2B4959			 3.614,76   		
1	A-08-05-3A	4858	CONTROLADOR DE LUMINÁRIAS	UND  	239	239			239	0	 R$ 153,15 	 R$ -   	 R$ 36.602,85 	A-08-05-3A4858			 36.602,85   		
1	A-08-05-3B	4954	"CAIXA POLIMETRO DE CONC-MED P/12+1 MÓDULOS ""OBSOLETO"""	UND  	12	12			12	0	 R$ 1,00 	 R$ -   	 R$ 12,00 	A-08-05-3B4954			 12,00   		
1	A-08-06-1A	3763	FITA ISOLANTE  MODELO 35+AMARELA 19MMX20M	UND  	367	367			367	0	 R$ 8,04 	 R$ -   	 R$ 2.950,06 	A-08-06-1A3763			 2.950,06   		
1	A-08-06-1A	3764	FITA ISOLANTE  MODELO 35+BRANCA 19MMX20M	UND  	378	378			378	0	 R$ 7,50 	 R$ -   	 R$ 2.835,00 	A-08-06-1A3764			 2.835,00   		
1	A-08-06-1B	3765	FITA ISOLANTE  MODELO 35+VERDE 19MMX20M	UND  	407	407			407	0	 R$ 7,50 	 R$ -   	 R$ 3.052,50 	A-08-06-1B3765			 3.052,50   		
1	A-08-06-1B	3767	FITA ISOLANTE  MODELO 35+VERMELHA 19MMX20M	UND  	379	379			379	0	 R$ 7,50 	 R$ -   	 R$ 2.842,50 	A-08-06-1B3767			 2.842,50   		
