Endereço		Local	Nível	Posição	LP	Código	Descrição	Cen	Dep	Status	Qtde	Série	Fabricante	Mês/Ano fabricação
C3C018	3	C3	C	18	171294	397970	TRANSFORMADOR DISTR TRIF 15KVA	11	15	DEPS	1	1327069	ITB	11/2020
C3A019	3	C3	A	19	118851	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1	355129	CEMEC	2/2011
C3B019	3	C3	B	19	169388	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1225773	ROMANG	1/2020
C3C019	3	C3	C	19	163757	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1136057	ROMAGNOLE	-
C3A020	3	C3	A	20	163355	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	1131897	Romagnole	3/2018
C3B020	3	C3	B	20	140024	397145	TRANSFORMADOR DISTR TRIF 112,5KVA 6/13KV	11	15	DEPS	1	876505	ROMAGNOLE	6/2013
C3C020	3	C3	C	20	170739	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1254872	ROMANG	7/2020
C3A021	3	C3	A	21	157198	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS MONT	1	409189	ABB	9/2016
C3B021	3	C3	B	21	166833	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1180460	romagnole	-
C3C021	3	C3	C	21	170735	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1254868	ROMANG	7/2020
C3A022	3	C3	A	22	141242	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1	53290101	COMTRAFO	3/2014
C3B022	3	C3	B	22	151349	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	981736	ROMAGNOLE	6/2015
C3C022	3	C3	C	22	163494	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1	1136394	ROMAGNOLE	-
C3A023	3	C3	A	23	123498	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	362056	CEMEC	6/2011
C3C023	3	C3	C	23	171920	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1272141	ROMANG	11/2020
C3A024	3	C3	A	24	149124	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	960178	romagnole	1/2015
C3C024	3	C3	C	24	168188	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1206772	ROMANG	11/2019
C3B025	3	C3	B	25	171553	397022	TRANSFORMADOR DISTR TRIF 45,0KVA AP BL	11	15	DEPS	1	1269804	ROMANG	12/2020
C3C025	3	C3	C	25	148703	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	957282	ROMAGNOLE	11/2014
C3A026	3	C3	A	26	159983	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	1086867	Romagnole	-
C3B026	3	C3	B	26	143905	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	915100	ROMAGNOLE	1/2014
C3C026	3	C3	C	26	162310	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1124781	Romagnole	1/2018
C3B027	3	C3	B	27	143670	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	914659	ROMAGNOLE	1/2014
C3C027	3	C3	C	27	169554	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	6	15	DEPS	1	1228909	ROMANG	1/2020
C3A028	3	C3	A	28	134340	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	343428	ABB	9/2012
C3B028	3	C3	B	28	161632	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1117465	ROMAGNOLE	-
C3C028	3	C3	C	28	169593	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1228960	ROMANG	4/2020
C3A029	3	C3	A	29	135236	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	400492	ABB	1/2013
C3B029	3	C3	B	29	150320	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	970411	ROMAGNOLE	3/2015
C3C029	3	C3	C	29	162907	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1132288	Romagnole	4/2018
C3A030	3	C3	A	30	159185	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1	1077058	ROMAGNOLE	3/2017
C3B030	3	C3	B	30	155490	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1011764	ROMAGNOLE	2/2016
C3C030	3	C3	C	30	170108	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1244889	ROMANG	7/2020
C3A031	3	C3	A	31	135249	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	400505	ABB	1/2013
C3B031	3	C3	B	31	156462	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1024978	ROMAGNOLE	4/2016
C3C031	3	C3	C	31	153800	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	971288	ITB	12/2015
C3A032	3	C3	A	32	159981	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	1086865	Romagnole	-
C3B032	3	C3	B	32	159608	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1085023	Romagnole	-
C3C032	3	C3	C	32	176410	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1345232	ROMANG	1/2022
C3A033	3	C3	A	33	159216	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1	1077089	ROMAGNOLE	3/2017
C3B033	3	C3	B	33	147380	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	945765	ROMAGNOLE	1/2015
C3C033	3	C3	C	33	176455	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1345277	ROMANG	1/2022
C3A034	3	C3	A	34	134740	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	343926	ABB	10/2012
C3B034	3	C3	B	34	149752	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	966150	ROMAGNOLE	2/2015
C3C034	3	C3	C	34	172276	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1	1342181	ITB	2/2021
C3B035	3	C3	B	35	166913	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1180395	ROMANG	1/2019
C3C035	3	C3	C	35	160183	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1090609	Romagnole	-
C3A036	3	C3	A	36	167089	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	412468	ABB	-
C3B036	3	C3	B	36	168936	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1220533	ROMANG	1/2020
C3C036	3	C3	C	36	176405	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1345380	ROMANG	1/2022
C3B037	3	C3	B	37	171557	397022	TRANSFORMADOR DISTR TRIF 45,0KVA AP BL	11	15	DEPS	1	1269808	ROMANG	12/2020
C3C037	3	C3	C	37	162329	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1124800	Romagnole	1/2018
C3A038	3	C3	A	38	134644	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	343763	ABB	9/2012
C3B038	3	C3	B	38	163488	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS MONT	1	1136388	ROMAGNOLE	-
C3C038	3	C3	C	38	147271	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	945779	ROMAGNOLE	11/2014
C3A039	3	C3	A	39	159167	313996	TRANSFORMADOR DISTR TRIF 300,0KVA	11	15	DEPS	1	1071921	Romagnole	-
C3B039	3	C3	B	39	142763	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	915860	ROMAGNOLE	1/2014
C3C039	3	C3	C	39	140534	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1	876764	ROMAGNOLE	6/2013
C3A040	3	C3	A	40	132448	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1	376740	CEMEC	7/2012
C3B040	3	C3	B	40	138994	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	869249	ROMAGNOLE	5/2013
C3C040	3	C3	C	40	158645	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1068049	ROMAGNOLE	-
C3A041	3	C3	A	41	132414	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1	374966	CEMEC	5/2012
C3B041	3	C3	B	41	172220	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1339229	ITB	1/2021
C3C041	3	C3	C	41	167453	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1184669	romagnole	-
C3A042	3	C3	A	42	135430	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	401379	ABB	3/2013
C3B042	3	C3	B	42	165777	397968	TRANSFORMADOR DISTR MONOF 75,0KVA	11	15	DEPS	1	1090591	ITB	-
C3C042	3	C3	C	42	153810	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	977209	ITB	1/2016
C3A043	3	C3	A	43	161793	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1117506	Romagnole	-
C3B043	3	C3	B	43	116249	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	740028	ROMAGNOLE	4/2010
C3C043	3	C3	C	43	176401	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1345376	ROMANG	1/2022
C3A044	3	C3	A	44	157465	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1	409252	abb	7/2016
C3B044	3	C3	B	44	172215	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1339224	ITB	1/2021
C3C044	3	C3	C	44	174262	397147	TRANSFORMADOR DISTR MONOF 50,0KVA ISOL	11	15	DEPS	1	1305002	ROMANG	7/2021
C3A045	3	C3	A	45	151424	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1	406947	ABB	7/2015
C3B045	3	C3	B	45	166395	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1175914	ROMAGNOLE	-
C3A046	3	C3	A	46	165480	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS MONT	1	1171982	ROMAGNOLE	-
C3B046	3	C3	B	46	146593	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	936554	ROMAGNOLE	9/2014
C3A047	3	C3	A	47	135450	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	401399	ABB	5/2013
C3B047	3	C3	B	47	171379	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1265894	ROMANG	10/2020
C3C047	3	C3	C	47	176452	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1345274	ROMANG	1/2022
C3B048	3	C3	B	48	160089	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1090515	Romagnole	5/2017
C3C048	3	C3	C	48	175590	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1320237	ROMAGNOLE	8/2021
C3A049	3	C3	A	49	152949	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1001613	ROMAGNOLE	-
C3B049	3	C3	B	49	172644	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1279415	ROMANG	3/2021
C3C049	3	C3	C	49	169879	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1235573	ROMANG	6/2020
C3A050	3	C3	A	50	127580	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	368971	CEMEC	11/2011
C3B050	3	C3	B	50	157728	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1053933	ROMAGNOLE	10/2016
C3C050	3	C3	C	50	147079	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	940406	ROMAGNOLE	8/2020
C3B051	3	C3	B	51	172927	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1346262	ITB	2/2021
C3C051	3	C3	C	51	176453	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1345275	ROMANG	1/2022
C3A052	3	C3	A	52	170515	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1249759	ROMANG	6/2020
C3B052	3	C3	B	52	172043	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1340586	ITB	2/2021
C3C052	3	C3	C	52	175564	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1320248	ROMANG	1/2021
C3B053	3	C3	B	53	163759	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1	1136059	Romagnole	3/2018
C3C053	3	C3	C	53	172676	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1279460	ROMANG	2/2021
C3B054	3	C3	B	54	145877	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	902518	ITB	-
C3C054	3	C3	C	54	176409	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1345231	ROMANG	1/2022
C3A055	3	C3	A	55	146046	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	904141	ITB	9/2014
C3B055	3	C3	B	55	146232	397968	TRANSFORMADOR DISTR MONOF 75,0KVA	11	15	DEPS	1	905647	ITB	9/2014
C3C055	3	C3	C	55	160728	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1102122	Romagnole	-
C3A056	3	C3	A	56	143523	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	877893	ITB	4/2014
C3B056	3	C3	B	56	142926	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	876640	ITB	3/2014
C3C056	3	C3	C	56	157042	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1034905	ROMAGNOLE	-
C3A057	3	C3	A	57	151636	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	949897	ITB	7/2015
C3B057	3	C3	B	57	169440	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1225790	ROMANG	1/2020
C3A058	3	C3	A	58	168356	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1208025	ROMANG	11/2019
C3B058	3	C3	B	58	156386	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1020366	ROMAGNOLE	5/2016
C3B059	3	C3	B	59	149699	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	966003	ROMAGNOLE	1/2015
C3C059	3	C3	C	59	147077	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	940404	ROMAGNOLE	-
C3B060	3	C3	B	60	140484	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	876020	ROMAGNOLE	6/2013
C3C060	3	C3	C	60	140074	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	874702	ROMAGNOLE	8/2013
C3A061	3	C3	A	61	153173	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1004324	ROMAGNOLE	-
C3B061	3	C3	B	61	156994	397144	TRANSFORMADOR DISTR TRIF 75,0KVA 6/13KV	11	15	DEPS	1	1034861	ROMAGNOLE	-
C3C061	3	C3	C	61	166358	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1175873	ROMAGNOLE	-
C3A062	3	C3	A	62	172522	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1257506	ROMANG	11/2020
C3B062	3	C3	B	62	156731	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1034820	ROMAGNOLE	7/2016
C3C062	3	C3	C	62	170092	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1244866	ROMANG	7/2020
C3B063	3	C3	B	63	171264	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1327387	ITB	11/2020
C3C063	3	C3	C	63	147086	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	943351	ROMAGNOLE	7/2014
C3A064	3	C3	A	64	160878	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1099897	itb	-
C3B064	3	C3	B	64	171268	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1327391	ITB	11/2020
C3C064	3	C3	C	64	150232	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	970659	ROMAGNOLE	3/2015
C3A065	3	C3	A	65	169155	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1220662	ROMANG	1/2020
C3B065	3	C3	B	65	163087	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1132981	Romagnole	4/2018
C3C065	3	C3	C	65	169563	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	6	15	DEPS	1	-	-	-
C3A066	3	C3	A	66	142921	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1	876684	ITB	3/2014
C3B066	3	C3	B	66	149273	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	961265	ROMAGNOLE	1/2015
C3C066	3	C3	C	66	176392	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1345367	ROMANG	1/2022
PATIOBAIA	7	B4	A	1	-	999112	SUCATA CHAVE A GAS SF6 DE 1, 3 E 4 VIAS	11	15	-	1925	-	-	-
PATIOCEN	6	P1	A	1	147400	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	940473	ROMAGNOLE	9/2014
PATIOCEN	6	P1	A	1	172879	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1346205	ITB	2/2021
PATIOCEN	6	P1	A	1	156124	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1000732	ITB	-
PATIOCEN	6	P1	A	1	153207	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1004889	ROMAGNOLE	9/2015
PATIOCEN	6	P1	A	1	118634	397142	TRANSFORMADOR DISTR TRIF 30,0KVA 6/13KV	11	15	DEPS	1	765131	ROMAGNOLE	10/2010
PATIOCEN	6	P1	A	1	156765	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1029822	ROMAGNOLE	7/2016
PATIOCEN	6	P1	A	1	166919	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1	1180541	ROMANG	1/2019
PATIOCEN	6	P1	A	1	170084	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1	1245122	ROMANG	7/2020
PATIOCEN	6	P1	A	1	173064	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1350891	ITB	3/2021
PATIOCEN	6	P1	A	1	156880	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1035734	ITB	9/2016
PATIOCEN	6	P1	A	1	139345	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	860252	ROMAGNOLE	4/2013
PATIOCEN	6	P1	A	1	137958	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	856406	ROMAGNOLE	4/2013
PATIOCEN	6	P1	A	1	156536	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1017852	itb	-
PATIOCEN	6	P1	A	1	142039	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	902521	ROMAGNOLE	11/2013
PATIOCEN	6	P1	A	1	162057	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1121879	romagnole	-
PATIOCEN	6	P1	A	1	143005	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	875623	ITB	3/2014
PATIOCEN	6	P1	A	1	136858	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	403772	ABB	2/2013
PATIOCEN	6	P1	A	1	134795	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	344333	ABB	9/2012
PATIOCEN	6	P1	A	1	137681	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	856266	ROMAGNOLE	2/2013
PATIOCEN	6	P1	A	1	156287	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1011689	ROMAGNOLE	3/2016
PATIOCEN	6	P1	A	1	143340	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	877500	ITB	3/2014
PATIOCEN	6	P1	A	1	160342	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1092748	Romagnole	6/2017
PATIOCEN	6	P1	A	1	169318	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1225738	ROMANG	1/2020
PATIOCEN	6	P1	A	1	170106	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1245111	ROMANG	7/2020
PATIOCEN	6	P1	A	1	156132	397980	TRANSFORMADOR DISTR MONOF 10,0KVA	11	15	DEPS MONT	1	998261	ITB	4/2016
PATIOCEN	6	P1	A	1	161514	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1117925	Romagnole	1/2017
PATIOCEN	6	P1	A	1	154759	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	980131	ITB	2/2016
PATIOCEN	6	P1	A	1	153456	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1004571	ROMAGNOLE	11/2015
PATIOCEN	6	P1	A	1	168297	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1206896	ROMANG	11/2019
PATIOCEN	6	P1	A	1	175574	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1320258	ROMANG	8/2021
PATIOCEN	6	P1	A	1	172392	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1	1276326	ROMANG	12/2020
PATIOCEN	6	P1	A	1	160557	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1098828	Romagnole	5/2017
PATIOCEN	6	P1	A	1	169918	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1235537	ROMANG	6/2020
PATIOCEN	6	P1	A	1	174261	397147	TRANSFORMADOR DISTR MONOF 50,0KVA ISOL	11	15	DEPS MONT	1	1305001	ROMANG	7/2021
PATIOCEN	6	P1	A	1	165926	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1169588	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	173872	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1297843	ROMANG	5/2021
PATIOCEN	6	P1	A	1	168660	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1217393	ROMANGNOLE	1/2020
PATIOCEN	6	P1	A	1	173382	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1357186	ITB	4/2021
PATIOCEN	6	P1	A	1	144529	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	868328	ITB	5/2014
PATIOCEN	6	P1	A	1	170733	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1254866	ROMANG	7/2020
PATIOCEN	6	P1	A	1	149425	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	963252	ROMAGNOLE	1/2015
PATIOCEN	6	P1	A	1	173874	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1297845	ROMANG	5/2021
PATIOCEN	6	P1	A	1	171226	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1327384	ITB	11/2020
PATIOCEN	6	P1	A	1	166995	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1180512	romagnole	-
PATIOCEN	6	P1	A	1	130606	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	816634	ROMAGNOLE	1/2012
PATIOCEN	6	P1	A	1	158348	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1059577	itb	1/2017
PATIOCEN	6	P1	A	1	143342	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	877502	ITB	3/2014
PATIOCEN	6	P1	A	1	163706	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1136525	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	153838	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	970264	ITB	12/2015
PATIOCEN	6	P1	A	1	173876	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1297847	ROMANG	5/2021
PATIOCEN	6	P1	A	1	161387	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1113183	Romagnole	12/2017
PATIOCEN	6	P1	A	1	175065	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1316757	ROMANG	9/2021
PATIOCEN	6	P1	A	1	172408	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1276314	ROMANG	12/2020
PATIOCEN	6	P1	A	1	160211	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1084962	Romagnole	-
PATIOCEN	6	P1	A	1	156550	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1017866	ITB	8/2016
PATIOCEN	6	P1	A	1	159855	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1085211	Romagnole	3/2017
PATIOCEN	6	P1	A	1	153171	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1004322	ROMAGNOLE	-
PATIOCEN	6	P1	A	1	138851	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	404664	ABB	3/2013
