Material,Texto breve material,Unid.medida básica,Val.utiliz.livre
10011194,CONECTOR CUNHA CN7 PROT CORROS GALVÂNICA,PEÇ,141877.70
10011196,CONECTOR CUNHA CN50 PROT CORR GALVÂNICA,PEÇ,175.03
10011197,CONECTOR CUNHA CN51 PROT CORR GALVÂNICA,PEÇ,854.27
10011198,CONECTOR CUNHA CN53 PROT CORR GALVÂNICA,PEÇ,74.34
10011213,EXTENSOR CONCENTRADOR SEC SMC,PEÇ,36223.49
10011222,ESFERA SINALIZ DIURN LT 600MM LV 3/8,PEÇ,2516.08
10011241,BLINDAGEM COMPLETA SEC TRAFO DIST TRI,PEÇ,54549.11
10011256,CABO MX AL XLPE 0.6/1KV 3X1X16+16MM2 NI,M,69749.80
10011260,CABO MX AL XLPE 0.6/1KV 3X1X70+70MM2 NI,M,57390.53
10011266,DISPLAY UNIVERSAL - TELA CRISTAL (LCD),PEÇ,8743.22
10011269,MEDIDOR ELETR MMGD 15A 240V BIF 3F 1E,PEÇ,2755.38
10011270,MEDIDOR ELETR MMGD 15A 120V MONOF 2F 1E,PEÇ,4349.30
10011271,CABO MX AL XLPE 0.6/1KV 3X1X120+70MM2 NI,M,569607.30
10011293,REMOTA BRIDGE 3G,UN,66843.44
10011418,CONECTOR DERIVACAO PERF ESTRIBO 180MM,PEÇ,25206.62
10011419,CONECTOR PERFURANTE 4 SAIDAS RELIGAVEL,PEÇ,72463.04
10011443,CABO POT COBRE CL5 1X35MMý 0.6/1KV AZ,M,7807.35
10011444,CABO POT COBRE CL5 1X35MMý 0.6/1KV PT,M,6838.00
10011466,MODULO SMU REPETIDOR RF-MESH,PEÇ,62583.34
10011481,CANTONEIRA AUXILIAR RDC,PEÇ,734.08
10011482,"CAIXA DE LIGAÇÃO 2 SAÍDAS TIPO ""C""  3/4""",PEÇ,1070.24
10011491,CANTONEIRA RETA RDC,PEÇ,1937.12
10011522,CONCENTRADOR PRIM E MODEM CELULAR 3G,PEÇ,39689.02
10011591,CAPACITOR POTENCIA 19920V 200kVAR 34.5KV,PEÇ,6675.56
10011829,POSTE FIBRA CIRCULAR 9M 300DAN SECCION,UN,5918.28
10011830,POSTE FIBRA CIRCULAR 9M 600DAN SECCION,UN,4454.07
10011855,MODULO MEDICAO MONOF 120V 15A 2F 1E SMC,PEÇ,1308.93
10011856,MODULO MEDICAO BIF 120V 15A 3F 2E SMC,PEÇ,123678.95
10011857,MODULO MEDICAO TRIF 120V 15A 4F 3E SMC,PEÇ,47442.76
10011858,CONCENTRADOR SECUNDÁRIO SLOT-SMC,PEÇ,797400.34
10011861,TRAFO DIST 1F 1.5KVA BCO CAP 20.3KV 127V,PEÇ,3987.71
10011972,CONCENTRADOR SECUND GARNET FIT SLOT,PC,6218.85
10012041,CHAVE SEC FACA ISOL POLIM 15KV 630A,PEÇ,7742.34
10012069,MEDIDOR ENERG COMP PERD 280V-2.5A-4F-3E,PEÇ,143051.64
10012135,MEDIDOR ELETRN TB 15A 120V MONOF 2F 1E,PEÇ,762.43
10012136,MEDIDOR ELETRN TB 15A 240V BIF 3F 1E,PEÇ,25616.91
10012137,MEDIDOR ELETRN TB 15A 120V BIF 3F 2E,PEÇ,55505.07
10012138,MEDIDOR ELETRN TB 15A 120V TRIF 4F 3E,PEÇ,148191.44
10012362,MED ELETRN TB TRIF 280V 2.5A 4F 3E 1.0%,PEÇ,91081.48
10012433,CABO ISOL 0.6/1kV COBR 1X240MM² EPR (AZ),M,91575.74
10012854,TRAFO 1F 1.5KVA BCO 7.96KV 127V OVI,PEÇ,101932.34
10012857,TRAFO 1F 10KVA G 7.96KV 240/120V OVI,PEÇ,126693.90
10012858,TRAFO 1F 15KVA G 7.96KV 240/120V OVI,PEÇ,32170.81
10012859,TRAFO 1F 25KVA G 15KV 240/120V OVI,PEÇ,161461.40
10012872,TRAFO 1F 100KVA G 15KV 240/120V OVI,PEÇ,119196.68
10012880,TRAFO 3F 15KVA M 15KV 220/127V OVI,PEÇ,128463.86
10012881,TRAFO 3F 30KVA M 15KV 220/127V OVI,PEÇ,377339.18
10012882,TRAFO 3F 45KVA M 15KV 220/127V OVI,PEÇ,186286.16
10012883,TRAFO 3F 75KVA M 15KV 220/127V OVI,PEÇ,36451.47
10012884,TRAFO 3F 112.5KVA M 15KV 220/127V OVI,PEÇ,281312.73
10012885,TRAFO 3F 150KVA M 15KV 220/127V OVI,PEÇ,115653.73
10013136,MEDIDOR ENERG FRONT 280V-2.5A-4F-3E-0.2S,PEÇ,58361.78
10013215,CAIXA DE INTERLIGACAO REDE CONCENTRICA,UN,28606.72
11000052,GRAMPO SUSP ALUMINIO ARMADO LT 795.0MCM,PEÇ,0.15
11000053,GRAMPO SUSP ALUMINIO ARMADO LT 636.0MCM,PEÇ,0.50
11000071,LUVA EMENDA CABO AL CAA-336.4MCM,PEÇ,5607.28
11000076,LUVA EMENDA CABO AL CAA-954MCM,PEÇ,1664.01
11000081,ARMADURA PREF CAA 134.6MCM 11V 1473MM,JG,107.16
11000163,REGULADOR TENSAO 1F 7.62KV 438A 333KVA,PEÇ,73445.84
11000271,REGULADOR TENSAO 1F 7.62KV 219A 167KVA,PEÇ,203427.84
11000325,TRAFO COR 138KV 600-5A 0.3C50 10B400 EXT,PEÇ,62332.33
11000871,ISOLADOR SUSP POLIMER 138 kV  80 kN,PEÇ,4936.98
11000921,BUCHA DE PASSAGEM 15KV CAPACITIVA EPOXI,PEÇ,44287.14
11001255,CJ MED 13.8 KV 30/5A 0.2C5 0.2P25 EXT,PEÇ,66764.91
11001582,TRAFO COR 138KV 25/50/100-5A 0.3C50 EXT,PEÇ,430930.28
11001607,TRAFO POTL IND 138kV 0.3P50-0.3P100 EXT,PEÇ,203281.71
11002261,EMENDA RETA 20/35KV P/ CABO DE 400mm2,PEÇ,6660.85
11002538,Isolador polimérico - 80KN = 6 de vidro,PEÇ,3004.06
11003677,RS2000 DISPLAY ABNT AC - V3.0,PEÇ,1210.65
11003901,DISJ TRIP 15kV 2000A DOG HOUSE SEM TC,PEÇ,162062.73
11004100,BRACADEIRA AJUSTE P/POSTE BAP 3,PEÇ,1218.85
11004431,CJ MED 13.8KV 200~600/5A 0.3C5-0.6C5 EXT,PEÇ,30202.99
11004811,TC 15kV 600-5-5A EXTERNO,PEÇ,29687.50
11005423,PAINEL MED P/POSTE PMFPD 800x1000x500mm,PEÇ,63832.58
11006121,Condutor  3M ACCR 267-T16 (Partridge),M,126115.11
11006321,ISOLADOR SUPORTE NÚCLEO SÓLIDO 138KV,PEÇ,80425.65
11006322,RELIGADOR AUT 3F 38KV 630A 12KA C/ TPs,PEÇ,111083.80
11007164,AMPLIFICADOR SINAL CELULAR 1200m²,PEÇ,3853.09
11007395,DISPLAY REMOTO LITE BLUETHOOTH-SU RS2000,PEÇ,522.30
11007396,MODULO RS2000 B-FIBER,PEÇ,292.35
11007421,CONVERSOR RS2000 SU/POF,PEÇ,136.22
11007422,CABO FIBRA ÓPTICA RS2000 2mm,PEÇ,800.98
11007423,CONECTOR FIBRA ÓPTICA RS2000 POF-HFBR,PEÇ,79.70
11007595,ABRAÇADEIRA ELET 2POL DTEA-00037 PÇ624,PEÇ,0.95
11007852,"ARRUELA ELETRODUTO RD AL 2"" BSP",PEÇ,74.73
11008341,TP 34.5KV 175:300:1 0.3P75 1EN EX 500VA,PEÇ,23640.72
30000182,BORNE UNIPOLAR DE POTENCIA 600V 125A,PEÇ,10.32
30000188,CHAPA ACO CARB 6.35X 50X 200MM REFER.625,PEÇ,78.00
30000191,GRAMPO TENSO P/ CABO Al 3/0 AWG A 336.4,PEÇ,6847.36
30000192,CONEC PARAF  FEND BZ 1/0AWGx6-1/0AWG,PEÇ,1890.62
30000194,CONEC PARAF  FEND BZ 4/0AWGx4-4/0AWG,PEÇ,6223.28
30000196,"CAIXA DERIV ALUMINIO RET SIMP T 3/4""",PEÇ,339.94
30000197,CAIXA DERIV ALUMINIO RET SIMP LL 2,PEÇ,406.33
30000198,"CAIXA DERIV ALUMINIO RET SIMP LR 2 """,PEÇ,250.88
30000244,ELO FUSIVEL DISTRIBUICO K 8A,PEÇ,2090.32
30000245,ELO FUSIVEL DISTRIBUICO K 10A,PEÇ,2781.84
30000246,ELO FUSIVEL DISTRIBUICO K 15A,PEÇ,7392.78
30000247,ELO FUSIVEL DISTRIBUICO K 20A,PEÇ,2548.66
30000249,ELO FUSIVEL DISTRIBUICO K 25A,PEÇ,2831.40
30000251,ELO FUSIVEL DISTRIBUICO K 30A,PEÇ,2038.22
30000252,ELO FUSIVEL DISTRIBUICO K 40A,PEÇ,887.80
30000253,ELO FUSIVEL DISTRIBUICO K 50A,PEÇ,812.65
30000254,ELO FUSIVEL DISTRIBUICO K 65A,PEÇ,1671.84
30000255,ELO FUSIVEL DISTRIBUICO K 80A,PEÇ,713.50
30000256,ELO FUSIVEL DISTRIBUICO K 100A,PEÇ,1235.29
30000257,ELO FUSIVEL DISTRIBUICO H 5A,PEÇ,975.20
30000258,ELO FUSIVEL DISTRIBUICO K 12A,PEÇ,1286.40
30000259,ELO FUSIVEL DISTRIBUICO H 3A,PEÇ,5103.63
30000273,CHUMBADOR EXP A CARB EXT 6.35MM 64.0MM,PEÇ,54.00
30000274,CHUMBADOR EXP A CARB EXT 12.70MM 90.0MM,PEÇ,252.70
30000276,CHUMBADOR EXPANS S/PARAF 9.7 X 35 mm M6,PEÇ,579.60
30000380,PARAFUSO QUADR ACO CARB M16 X 350 MM,PEÇ,703.18
30000381,PARAFUSO QUADR ACO CARB M16 X 450 MM,PEÇ,2890.71
30000385,PARAFUSO PRISIONEIRO M12X1.75 COMP 100MM,PEÇ,1969.87
30000386,PARAFUSO PRISIONEIRO M12X1.75 COMP 150MM,PEÇ,84.82
30000387,PARAFUSO PRISIONEIRO M12X1.75 COMP 280mm,PEÇ,116.00
30000388,PARAFUSO CAB SEX M12x45mm 2AR POR BRONZE,PEÇ,53.32
30000389,PARAFUSO DE LATO M6 X 1.0 COM ARRUELA,PEÇ,417.10
30000399,"PARAF MAD CAB REDON ACO CARB N 9 X 3/4""",CE,14560.04
30000429,CADEADO 45MM LT NT CURT CH/SL,PEÇ,45.80
30000591,CONJUNTO DE CHUVA G,JG,102.74
30000681,MASSA CONEXAO EXOTERM PACOTE 950GR,PAC,2351.26
30000761,MACACAO PROT CONTRA ABELHAS TAM M,PEÇ,700.37
30000763,MACACAO PROT CONTRA ABELHAS TAM G,PEÇ,895.40
30000771,BOLSA P/ LUVA E MANGA ISOL,PEÇ,3054.23
30000779,LUVA EMENDA COMP CABO 4 AWG AL,PEÇ,1125.32
30000780,LUVA EMENDA COMP CABO 1/0 AWG AL,PEÇ,7523.53
30000781,LUVA EMENDA COMP CABO 3/0 AWG AL,PEÇ,1628.99
30000783,LUVA DE COMP P/ EMENDAS CABO 4 Al CAA,JG,3755.81
30000796,"CONEXAO UNIDUT RETO AL S/R 3 """,PEÇ,605.70
30000799,CONEXAO UNIDUT RETO AL S/R 2,PEÇ,460.35
30000801,CONEXAO UNIDUT CONICO AL BSP 2,PEÇ,32.56
30000804,FUSIVEL CAR-VIR RAPIDA 250.00V 60.0 A,PEÇ,40.80
30000806,FUSIVEL NH RETARD 500.00V 36.0 A,PEÇ,752.47
30000807,FUSIVEL NH RETARD 500.00V 50.0 A,PEÇ,387.79
30000808,FUSIVEL NH RETARD 500.00V 80.0 A,PEÇ,517.68
30000926,PROTETOR AURICULAR TIPO PLUG,PAR,1127.81
30000928,SOLDA EXOTERMICA 90G,PEÇ,1480.77
30000929,SOLDA EXOTERMICA 150G,PEÇ,7350.00
30000990,PINO DE TOPO ACO CARB 15 KV 389 MM,PEÇ,1644.21
30000993,ALCA PREF DIST CA CAA 4AWG,PEÇ,19311.69
30001000,"CURVA ELET 90 ALUMINIO S/R 3/4 """,PEÇ,261.00
30001001,CURVA  ALUMINIO 90õ SEM ROSCA ELETR. 2,PEÇ,1239.13
30001074,Fita refletiva para Isolamento,ROL,148.53
30001075,CONE SINALIZ PVC 750MM,PEÇ,67500.00
30001096,SUPORTE P/ INST BF E PR EM POSTE,PEÇ,5449.28
30001098,PORTA FUSIVEL C 15.0KV 100A 10KA,PEÇ,68501.16
30001105,SUPORTE VERTICAL DE 15 FUROS,PEÇ,2121.50
30001220,MOLDE EXOT CABO/HASTE 4/0AWG,PEÇ,400.33
30001221,MOLDE EXOT CAB/BARRA 120MM2 6X40MM,PEÇ,1576.10
30001222,MOLDE EXOT CAB/CAB EM T 120MM2,PEÇ,240.73
30001223,MOLDE EXOT CAB/CAB EM X 120MM2,PEÇ,625.17
30001226,EMENDA RETA 8.7/15KV P/ CABO DE 240 mm2,JG,74038.33
30001236,CARRETILHA DE ALUMÍNIO P/ IÇAR MATERIAL,PEÇ,188.84
30001290,MANGA ISOL BORR TIPO II CL2 TAM G LJ,PAR,11060.76
30001291,MANGA ISOL BORR TIPO II CL2 TAM M LJ,PAR,8973.60
30001320,LACO LATERAL PARA COND. AL. 4 AWG,PEÇ,368.37
30001321,LACO LATERAL DP COND. AL. 410MM 4AWG,PEÇ,256.45
30001340,PORTA-LôMPADA E-40 ROSCA EDISON,PEÇ,3865.28
30001341,PORTA-LôMPADA PORC. CONICO E-27 MP-16-02,PEÇ,3226.75
30001433,LUVA BORR NITRILICA TAM9.5,PAR,49.59
30001434,BANDEIROLA SINALIZACAO C/ CABO,PEÇ,330.34
30001435,BANDEIROLA SINALIZACAO S/ CABO,PEÇ,579.82
30001445,LUVA ISOL BORR TIPO II CL1 TAM10.5,PAR,13235.28
30001454,LUVA COBERTURA LUVA ISOL N9.5,PAR,729.60
30001455,LUVA COBERTURA LUVA ISOL N10,PAR,5763.84
30001456,LUVA COBERTURA LUVA ISOL N10.5,PAR,1878.72
30001458,LUVA ISOL BORR TIPO II CL1 TAM10,PAR,4500.41
30001459,LUVA ISOL BORR TIPO II CL1 TAM9.5,PAR,5167.55
30001510,"ELETRODUTO AL6060 SCH40 SC 3/4"" LIS",PEÇ,3330.00
30001511,TUBO AL SCH (40/1-1/2POL) DI (40.9MM),PEÇ,5843.70
30001530,REGUA BORNE FIO PASSANTE 50A 600V,PEÇ,1.00
30001796,FUSIVEL NH TAM2 RETARD 250A 500VCA,PEÇ,5006.79
30001864,TUBO AL SCH(80-3POL) 73.66X88.90MM,PEÇ,12703.76
30002004,LUVA COBERTURA LUVA ISOL N10.5 CL4,PAR,1915.20
30002137,MACACAO PROT CONTRA ABELHAS TAM GG,PEÇ,299.56
30002203,LUVA VAQUETA CZ TAM P,PAR,3707.20
30002204,LUVA VAQUETA CZ TAM M,PAR,3595.20
30002208,LUVA VAQUETA CZ TAM G,PAR,6384.00
30002213,BOTINA SEG ELETRICISTA N36,PAR,760.95
30002214,BOTINA SEG ELETRICISTA N37,PAR,1293.38
30002215,BOTINA SEG ELETRICISTA N38,PAR,2893.52
30002216,BOTINA SEG ELETRICISTA N39,PAR,6161.00
30002217,BOTINA SEG ELETRICISTA N40,PAR,2966.61
30002218,BOTINA SEG ELETRICISTA N41,PAR,12831.19
30002219,BOTINA SEG ELETRICISTA N42,PAR,2585.63
30002220,BOTINA SEG ELETRICISTA N43,PAR,2437.70
30002221,BOTINA SEG ELETRICISTA N44,PAR,1444.35
30002222,BOTINA SEG ELETRICISTA N45,PAR,1744.10
30002243,PERNEIRA SEG MAT SINTETICO,PAR,1414.51
30002475,TALABARTE POSIC 2M GIRO CORDA ULTRA SAFE,PEÇ,880.52
30002484,TRAVA QUEDAS LEAL,PEÇ,4876.00
30002485,FREIO DESCENSOR EDDY AUTOBLOCANTE,PEÇ,31558.77
30002486,MOSQUETAO MET 25KN,PEÇ,3742.79
30002487,CARNEIRA C/ JUGULAR STAN ON P/ CAPACETE,PEÇ,144.41
30002543,CINTO SEG PARAQUEDISTA T2 ULTRA SAFE,PEÇ,6002.38
30002613,AVENTAL PROT CONTRA ACIDO,PEÇ,155.66
30002616,CARNEIRA C/ JUGULAR FAZ TRAC P/ CAPACETE,PEÇ,919.36
30002626,CAPACETE SEG ABA FRONTAL LJ,PEÇ,2318.20
30002628,CAPACETE SEG ABA FRONTAL BR,PEÇ,2904.10
30002654,LUVA ISOL BORR TIPO II CL3 TAM10.5,PAR,2512.64
30002655,LUVA ISOL BORR TIPO II CL4 TAM9.5,PAR,3280.00
30002833,LUVA BORR NITRILICA TAM10,PAR,47.17
30002834,LUVA BORR NITRILICA TAM10.5,PAR,25.20
30002908,CONJUNTO IMPERMEAVEL P/ CHUVA TAM P,CJ,1140.00
30002909,CONJUNTO IMPERMEAVEL P/ CHUVA TAM M,PEÇ,39710.00
30002910,CONJUNTO IMPERMEAVEL P/ CHUVA TAM G,PEÇ,9120.00
30002911,CONJUNTO IMPERMEAVEL P/ CHUVA TAM GG,PEÇ,8550.00
30002913,CONJUNTO IMPERMEAVEL P/ CHUVA TAM EXG,CJ,190.00
30003014,TALABARTE DUPLO Y LEAL,PEÇ,120.00
30003017,ENVELOPE LACRE TRANSPARENTE,PEÇ,3219.12
30003023,PROTETOR SOLAR FPS 60 120G,PEÇ,8919.90
30003033,FUSIVEL NH TAM000 RETARD 63A 500VCA,PEÇ,785.00
30003034,FUSIVEL NH TAM00 RETARD 125A 500VCA,PEÇ,860.36
30003035,FUSIVEL NH TAM1 RETARD 200A 500VCA,PEÇ,920.54
30003036,FUSIVEL NH TAM1 RETARD 160A 500VCA,PEÇ,1810.75
30003037,FUSIVEL NH TAM2 RETARD 315A 500VCA,PEÇ,2072.30
30003039,KIT PROTETOR FACIAL,CJ,7426.64
30003041,BOLSA PARA CAPACETE C/ VISEIRA,PEÇ,5418.10
30003042,LANTERNA DE CAPACETE LED,PEÇ,1643.61
30003053,LENTE PROTETOR FACIAL VD,PEÇ,11960.19
30003115,FITA REFLET SINALIZ CANTEIRO C CARRETILH,PEÇ,7453.99
30003223,CAMISA OPER ANTI-CHAMA TAM P,PEÇ,6802.29
30003225,CALCA OPER ANTI-CHAMA TAM P,PEÇ,795.67
30003232,CINTO NYLON P/ CALCA,PEÇ,1120.80
30003339,HASTE ATERR ACO CANTON 25X25X5X2000MM,PEÇ,185.91
30003429,CONECTOR CUNHA CN15,PEÇ,4868.39
30003430,CONECTOR CUNHA CN14,PEÇ,1047.24
30003467,CONECTOR CUNHA CN16,PEÇ,680.13
30003565,PARAFUSO A ATARR ESC FEN 6X35MM SOB T,PEÇ,30.96
30003581,ARRUELA LISA QUAD ACO ZI 38X3X18MM,PEÇ,5950.00
30003623,LUVA ISOL BORR TIPO II CL0 TAM10.5,PEÇ,24485.02
30003626,LUVA ISOL BORR TIPO II CL00 TAM10,PEÇ,1724.11
30003629,LUVA ISOL BORR TIPO II CL00 TAM9.5,PEÇ,6652.10
30003640,FITA REFLET SINALIZ CANTEIRO,PEÇ,229.81
30003665,LUVA ISOL BORR TIPO II CL0 TAM11,PEÇ,1823.49
30003667,LUVA ISOL BORR TIPO II CL0 TAM9,PEÇ,4162.89
30003673,OCULOS SEG LENTE UNICA POLICARBONATO FM,PEÇ,3226.50
30003677,BOTINA SEG VAQUETA LISA TAMANHO 34 PRETA,PEÇ,225.90
30003878,BOLSA P/ LUVA ISOL,PEÇ,534.93
30004143,LôMPADA  FLUORESCENTE  COMPACTA  15W,PEÇ,490.29
30004173,CINTO SEG PARAQUEDISTA T1 LEAL,PEÇ,5517.42
30004174,CINTO SEG PARAQUEDISTA T2 LEAL,PEÇ,8276.14
30004636,CALCA OPER ANTI-CHAMA TAM EG,PEÇ,6753.63
30004637,CALCA OPER ANTI-CHAMA TAM G,PEÇ,2745.16
30004638,CALCA OPER ANTI-CHAMA TAM GG,PEÇ,9381.57
30004639,CALCA OPER ANTI-CHAMA TAM M,PEÇ,3112.82
30004752,CAMISA OPER ANTI-CHAMA TAM M,PEÇ,19985.53
30004753,CAMISA OPER ANTI-CHAMA TAM G,PEÇ,17468.89
30004754,CAMISA OPER ANTI-CHAMA TAM GG,PEÇ,12563.71
30004755,CAMISA OPER ANTI-CHAMA TAM EG,PEÇ,8487.49
30004798,JAQUETA OPER ANTI-CHAMA TAM M,PEÇ,11662.14
30004799,JAQUETA OPER ANTI-CHAMA TAM G,PEÇ,10780.79
30004801,JAQUETA OPER ANTI-CHAMA TAM GG,PEÇ,7591.59
30004802,JAQUETA OPER ANTI-CHAMA TAM EG,PEÇ,12000.50
30004838,JAQUETA OPER ANTI-CHAMA TAM P,PEÇ,15633.18
30004941,CAMISETA GOLA CARECA 100% ALGODAO (P),PEÇ,504.00
30004942,CAMISETA GOLA CARECA 100% ALGODAO (M),PEÇ,1494.00
30004943,CAMISETA GOLA CARECA 100% ALGODAO (G),PEÇ,1422.00
30004945,CAMISETA GOLA CARECA 100% ALGODAO (EGG),PEÇ,162.00
30005144,CINTO SEG PARAQUEDISTA LV CESTA AER T1,PEÇ,8704.55
30005145,CINTO SEG PARAQUEDISTA LV CESTA AER T2,PEÇ,11142.63
30005405,LUVA ISOL BORR TIPO II CL2 TAM9.5,PAR,2067.28
30005406,LUVA ISOL BORR TIPO II CL2 TAM10,PAR,4003.71
30005700,PARAFUSO OLHAL M16X2 C/ 650MM COMPRIMENT,PEÇ,4838.56
30005763,CONJ.PARAFUSO E PORCA ANTIFURTO 5/8X45,PEÇ,2787.12
30005775,SINALIZADOR PORTATIL NOTURNO,PEÇ,4116.00
30008548,CAPACETE SEG SEM ABA BR,PEÇ,3964.90
30008565,FITA ANCORAGEM SLING 120CM,PEÇ,525.00
30008633,FITA ANCORAGEM SLING 80CM,PEÇ,34.22
30009165,BOTINA SEG VAQUETA LISA TAMANHO 35 PRETA,PEÇ,180.00
30024654,KIT REPARO CABO PROTEGIDO 34.5kV,JG,90861.98
30024705,LUVA ISOL BORR TIPO II CL2 TAM9,PAR,3265.63
30024706,LUVA ISOL BORR TIPO II CL2 TAM10.5,PAR,2633.11
30025183,KIT PADRAO ECON FFN 50A POSTE 7000MM 1CX,CJ,63442.60
30025184,ESFERA SINALIZAÇÃO REDE DISTRIB LARANJA,PEÇ,3625.20
30025442,PRESILHA ALCA P/ MANGA ISOL,PAR,1240.48
30025450,LENTE PROTETOR FACIAL INC,PEÇ,3399.75
30025496,LUVA SEG SUEDINE TAM10,PAR,53.10
30025618,COBERTURA PROT PONTO ATERRAM TEMP 15KV,PEÇ,54241.99
30025674,FITA ANCORAGEM TUBULAR 80CM,PEÇ,249.04
30025728,LUVA ISOL BORR TIPO I CL2 TAM8.5,PAR,8022.86
30025729,LUVA ISOL BORR TIPO I CL2 TAM9,PAR,8022.87
30025730,LUVA ISOL BORR TIPO I CL2 TAM9.5,PAR,10028.57
30025731,LUVA ISOL BORR TIPO I CL2 TAM10,PAR,19394.91
30025732,LUVA ISOL BORR TIPO I CL2 TAM10.5,PAR,15811.94
30025733,LUVA ISOL BORR TIPO I CL2 TAM11,PAR,13944.65
30025762,OCULOS SEG SOBREPOR INC 3M,PEÇ,417.70
30025907,FREIO ABS ALUMINIO,PEÇ,4214.19
30026007,CALCA OPER ANTI-CHAMA TAM EGG,PEÇ,2295.84
30026037,CALCA OPER ANTI-CHAMA TAM EGGG,PEÇ,1164.99
30026038,CAMISA OPER ANTI-CHAMA TAM EGG,PEÇ,2390.95
30026657,CAIXA PLASTICA SOBREP 2DISJ,PEÇ,264.88
30026659,"CAIXA PAS PRED SOB TPLAS 2X4""",PEÇ,90.60
30026660,INTERRUPTOR TRIPLO SIMPLES 10A/250V,PEÇ,282.20
30026661,"CAIXA PAS PRED EMB TPLAS 4X4""",PEÇ,306.60
30026946,LUVA ISOL BORR TIPO II CL0 TAM8.5,PEÇ,1903.48
30026947,LUVA ISOL BORR TIPO II CL0 TAM9.5,PEÇ,6884.77
30026948,LUVA ISOL BORR TIPO II CL0 TAM10,PEÇ,4110.91
30026950,LUVA ISOL BORR TIPO I CL2 TAM8,PAR,10028.58
30026955,LUVA ISOL BORR TIPO II CL4 TAM9,PEÇ,4100.00
30026992,ESTROPO NYLON 800X50mm 567DAN,PEÇ,0.00
30027170,CAMISETA MALHA ANTI-CHAMA LV MT TAM P,PEÇ,8850.36
30027171,CAMISETA MALHA ANTI-CHAMA LV MT TAM M,PEÇ,13679.98
30027172,CAMISETA MALHA ANTI-CHAMA LV MT TAM G,PEÇ,11049.93
30027183,CAMISETA MALHA ANTI-CHAMA LV MT TAM GG,PEÇ,9483.31
30027184,CAMISETA MALHA ANTI-CHAMA LV MT TAM XG,PEÇ,2662.02
30027245,BOTINA SEG ELETRICISTA N46,PAR,380.55
30027477,CINTA POSTE CIRCULAR B-10 AC 100MM,PEÇ,742.98
30027788,OCULOS SEG INC C/ LED,PEÇ,1872.00
30027865,TALABARTE POSIC 2M CORDA LEAL,PEÇ,18511.43
30027866,TALABARTE POSIC 3M CORDA LEAL,PEÇ,581.73
30027867,TALABARTE POSIC 5M GIRO CORDA ULTRA SAFE,PEÇ,549.27
30027899,MODULO CPU MEDIDOR ELSTER,PEÇ,59417.31
30027900,RADIO DIGITAL RF MEDIDOR ELSTER,PEÇ,13182.75
30027903,FORMULÁRIO CONFEC LIUC BT IND MT 50X2VIA,PEÇ,4001.50
30027904,FORMULÁRIO CONFECÇÃO LIUC BT 100X1VIA,PEÇ,5857.00
30027906,FORMULÁRIO COMUM NÃO CONFORMID NUC 50x2V,PEÇ,1386.00
30027907,FORMULÁRIO PROTOCOLO ENTR CÓPIA TOI 50X2,PEÇ,346.80
30027908,FORMULÁRIO TERMO OCORR INSPEÇÃO TOI 50x3,PEÇ,17269.70
30027909,FORMULÁRIO LEVANTAM CARGA INSTAL LEC50x2,PEÇ,15874.60
30027916,PROTETOR NUCA PESCOCO ORELHAS,PEÇ,2374.34
30027919,CAMISETA MALHA ANTI CHAMA M/C (G),PEÇ,122.85
30027923,TALABARTE DUPLO Y ULTRA SAFE,PEÇ,2602.00
30028005,TACO POLIMERICO P/ FIXACAO CONECTOR,PEÇ,624.00
30028024,LUVA ISOL BORR TIPO I CL1 TAM9,PAR,4483.45
30028025,LUVA ISOL BORR TIPO I CL1 TAM10,PAR,17865.63
30028026,LUVA ISOL BORR TIPO I CL1 TAM11,PAR,35600.56
30028063,OCULOS SEG LENTE UNICA POLICARBONATO INC,PEÇ,3750.75
30028066,DISPOSITVO DE LACRACAO DISJUNTOR,PEÇ,19799.81
30028067,LACRE ADESIVO CORTE DISJ EDP VERMELHO,PEÇ,11565.12
30028070,LUVA POLIAMIDA BANHO NITRILICO N7,PAR,22.92
30028072,LUVA POLIAMIDA BANHO NITRILICO N9,PAR,378.18
30028168,TALABARTE P/ CINTO LV CESTA AER,PEÇ,2534.69
30028370,PARAFUSO SEXT AISI-304 MTN M12X60.0MM BZ,PEÇ,9221.88
30028387,ALÇA PREF SERVIÇO CABO ISOLADO 25MM² LJ,PEÇ,47.33
30028425,ETIQUETA ADESIVA (PERIGO) CORTE DISJ,UNI,705.16
30028473,"ELETRODUTO AL6063-T6 SCH40 SC 2"" LIS 6M",PEÇ,11028.85
30028535,RABICHO TIPO PIG TAIL DE 2 METROS,UN,1144.80
30028565,LUVA COMPRESSAO AL 70MM² COMP 234MM,PEÇ,2709.78
30028579,CONECTOR 4 DERIVACOES,PEÇ,3419.32
30028581,CONECTOR TERM ESTRANGUL TIPO 1 1FURO,PEÇ,330.88
30028633,CABO CONTR CL4 PVCA BLI 4X10.0MM2,M,80647.40
30028753,SELO LACR JS POLICAR ROSA,PEÇ,18146.91
30028760,TERMINAL COMPRESSÃO BI METALI 35.00mm²1F,PEÇ,66.30
30028832,SELO LACR JS POLICAR  VERMELHA,PEÇ,2988.77
30028833,SELO LACR JS  POLICAR PRETO,PEÇ,1051.96
30028926,PROTETOR SOLAR FPS30 C/ REPELENTE 120G,UN,1930.60
30028927,REPELENTE CONTRA INSETOS 120ML,UN,2949.72
